country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Jersey,JEY,2021-03-16,,,,,921.0,,,,9112.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-17,48732.0,41741.0,6991.0,,929.0,48.21,41.3,6.92,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-18,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-19,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-20,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-21,52265.0,43136.0,9129.0,,930.0,51.71,42.68,9.03,9201.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-22,,,,,924.0,,,,9142.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-23,,,,,918.0,,,,9083.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-24,55114.0,43630.0,11484.0,,912.0,54.53,43.17,11.36,9023.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-25,,,,,929.0,,,,9191.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-26,,,,,946.0,,,,9360.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-27,,,,,964.0,,,,9538.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-28,59132.0,44318.0,14814.0,,981.0,58.5,43.85,14.66,9706.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-29,,,,,988.0,,,,9775.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-30,,,,,995.0,,,,9844.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-03-31,62126.0,44526.0,17600.0,,1002.0,61.47,44.05,17.41,9914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-01,,,,,1059.0,,,,10478.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-02,,,,,1117.0,,,,11051.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-03,,,,,1175.0,,,,11625.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-04,67760.0,44981.0,22779.0,,1233.0,67.04,44.5,22.54,12199.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-05,,,,,1106.0,,,,10943.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-06,,,,,979.0,,,,9686.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-07,68095.0,45046.0,23049.0,,853.0,67.37,44.57,22.8,8439.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-08,,,,,750.0,,,,7420.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-09,,,,,648.0,,,,6411.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-10,,,,,545.0,,,,5392.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-11,70859.0,45585.0,25274.0,,443.0,70.11,45.1,25.01,4383.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-12,,,,,549.0,,,,5432.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-13,,,,,655.0,,,,6480.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-14,73426.0,47673.0,25753.0,,762.0,72.65,47.17,25.48,7539.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-15,,,,,797.0,,,,7885.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-16,,,,,833.0,,,,8242.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-17,,,,,868.0,,,,8588.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-18,77185.0,49413.0,27772.0,,904.0,76.37,48.89,27.48,8944.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-19,,,,,916.0,,,,9063.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-20,,,,,928.0,,,,9181.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jersey,JEY,2021-04-21,80002.0,50890.0,29112.0,,939.0,79.15,50.35,28.8,9290.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx
Jordan,JOR,2021-01-12,0.0,0.0,,,,0.0,0.0,,,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-13,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-14,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-15,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-16,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-17,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-18,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-19,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-20,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-21,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-22,,,,,2727.0,,,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-23,30000.0,30000.0,,,2727.0,0.29,0.29,,267.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-24,,,,,2516.0,,,,247.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-25,,,,,2305.0,,,,226.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-26,,,,,2094.0,,,,205.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-27,,,,,1883.0,,,,185.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-28,,,,,1672.0,,,,164.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-29,,,,,1461.0,,,,143.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-30,,,,,1250.0,,,,123.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
Jordan,JOR,2021-01-31,40000.0,40000.0,,,1250.0,0.39,0.39,,123.0,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1%D8%A9/20210425-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D9%8A%D8%A3%D9%85%D9%84-%D8%A8%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D9%83%D9%84-%D8%A3%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B8%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D8%AA%D9%85%D9%88%D8%B2-%D9%8A%D9%88%D9%84%D9%8A%D9%88-%D9%88%D8%B2%D9%8A%D8%B1
